id,constituency_name,inec_code,constituency_type,composition,collation_centre,state_id,state_inec_code,state_name,cscdb_country_id,cscdb_country_code,cscdb_country_name,parent_constituency_id,parent_constituency_name,parent_constituency_inec_code
983,MARADUN II,SC/986/ZF,State Constituency,"GORA, FARU, KAYA, TSIBIRI, GIDAN GOGA",,37,ZF,ZAMFARA STATE,161,NG,Nigeria,,,
984,GUMMI I,SC/987/ZF,State Constituency,"MAGAJIN GARI, SHIYAR RAFI, UBANDAWAKI, BIRNIN TUDU, FLALE",,37,ZF,ZAMFARA STATE,161,NG,Nigeria,,,
985,GUMMI II,SC/988/ZF,State Constituency,"GYALANGE, GAYARI, BARDOKI, ILLELAR AWWAL, GAMO/FELFELDU, BIRNIN MAGAJI",,37,ZF,ZAMFARA STATE,161,NG,Nigeria,,,
986,BUKKUYUM NORTH,SC/989/ZF,State Constituency,"BUKKUYUM, ZAUMA, RUWAN JEMA, MASAMA, ZARUMMAI",,37,ZF,ZAMFARA STATE,161,NG,Nigeria,,,
987,BUKKUYUM SOUTH,SC/990/ZF,State Constituency,"YASHI, ADABKA, GWASHI, NASARAWA, KYARAM",,37,ZF,ZAMFARA STATE,161,NG,Nigeria,,,
988,Aba North/Aba South,FC/001/AB,Federal Constituency,The entire Geographical Areas of Aba North and Aba South L.G.As,ABA TOWN HALL ABA SOUTH LGA,1,AB,ABIA STATE,161,NG,Nigeria,1350,ABIA SOUTH ,SD/003/AB
989,Arochukwu/Ohafia,FC/002/AB,Federal Constituency,The entire Geographical Areas of Arochukwu and Ohafia L.A.As,COUNCIL HALL OHAFIA LGA HQ,1,AB,ABIA STATE,161,NG,Nigeria,1348,ABIA NORTH ,SD/001/AB
990,Bende,FC/003/AB,Federal Constituency,The Bende Geographical Areas of Bende L.G.As,COUNCIL HALL BENDE LGA HQ,1,AB,ABIA STATE,161,NG,Nigeria,1348,ABIA NORTH ,SD/001/AB
991,Isiala Ngwa North /Isiala Ngwa South,FC/004/AB,Federal Constituency,The entire Geographical Areas of Isiala Ngwa North and South L.G.As,COUNCIL HALL ISIALA NGWA NORTH LGA HQ,1,AB,ABIA STATE,161,NG,Nigeria,1349,ABIA CENTRAL ,SD/002/AB
992,Isuikwuato/Umu-Nneochi,FC/005/AB,Federal Constituency,The entire Geographical Areas of Isiukwuato and Umunneochi L.G.As,COUNCIL HALL ISUIKWUATO LGA HQ,1,AB,ABIA STATE,161,NG,Nigeria,1348,ABIA NORTH ,SD/001/AB
993,Obingwa/Ugwunagbo/Osisioma,FC/006/AB,Federal Constituency,"The entire Geographical Areas of Obingwa, Ugwunagbo and Osisioma L.G.As",OBINGWA LGA HQ,1,AB,ABIA STATE,161,NG,Nigeria,1350,ABIA SOUTH ,SD/003/AB
994,Umuahia North/ Umuahia South/ Ikwuano,FC/007/AB,Federal Constituency,"The entire Geographical Areas of Umuahia North, Umuahia South and Ikwuano L.G.As",COUNCIL HALL UMUAHIA NORTH LGA HQ,1,AB,ABIA STATE,161,NG,Nigeria,1349,ABIA CENTRAL ,SD/002/AB
995,Ukwa East/Ukwa West,FC/008/AB,Federal Constituency,The entire Geographical Areas of Ukwa East and East L.G.As,UKWA WEST LGA HQ,1,AB,ABIA STATE,161,NG,Nigeria,1350,ABIA SOUTH ,SD/003/AB
996,Demsa/Numan/Lamurde,FC/009/AD,Federal Constituency,"The entire Geographical Area of Demsa, Numan and Lamurde L.G.As",GSS NUMAN,2,AD,ADAMAWA STATE,161,NG,Nigeria,,,
997,Furore/Song,FC/010/AD,Federal Constituency,The entire Geographical Area of Furore and Song L.G.As,GSS FUFORE,2,AD,ADAMAWA STATE,161,NG,Nigeria,,,
998,Mayo Belwa/Ganye/Jada /Toungo,FC/011/AD,Federal Constituency,"The entire Geographical Area of Mayo Belwa, Ganye, Jada and Toungo L.G.As",GSS JADA,2,AD,ADAMAWA STATE,161,NG,Nigeria,,,
999,Gombi/Hong,FC/012/AD,Federal Constituency,The entire Geographical Area of Gombi and Hong L.G.As,GSS GOMBI,2,AD,ADAMAWA STATE,161,NG,Nigeria,,,
1000,Guyuk/Shelleng,FC/013/AD,Federal Constituency,The entire Geographical Area of Guyuk and Shelleng L.G.As,GSS KIRI,2,AD,ADAMAWA STATE,161,NG,Nigeria,,,
1001,Madagali/Michika,FC/014/AD,Federal Constituency,The entire Geographical Area of Madagali and Michika L.G.As,GSS MICHIKA,2,AD,ADAMAWA STATE,161,NG,Nigeria,,,
1002,Maiha/Mubi North/Mubi South,FC/015/AD,Federal Constituency,"The entire Geographical Area of Maiha, Mubi North and Mubi South",GSS MUBI,2,AD,ADAMAWA STATE,161,NG,Nigeria,,,
1003,Yola North/Yola South/Girei,FC/016/AD,Federal Constituency,"The entire Geographical Area of Yola North, Yola South and Girei",GMMC YOLA,2,AD,ADAMAWA STATE,161,NG,Nigeria,,,
1004,Anambra East/Anambra West,FC/027/AN,Federal Constituency,The entire Geographical Area of Anambra East and West L.G.As ,INEC OFFICE OTUOCHA,4,AN,ANAMBRA STATE,161,NG,Nigeria,,,
1005,Onitsha North/Onitsha South,FC/028/AN,Federal Constituency,The entire Geographical Area of Onitsha North and South L.G.As ,INEC OFFICE ONITSH NORTH LGA,4,AN,ANAMBRA STATE,161,NG,Nigeria,,,
1006,Ogbaru,FC/029/AN,Federal Constituency,The entire Geographical Area of Ogbaru L.G.A ,LG COUNCIL HALL ATANI,4,AN,ANAMBRA STATE,161,NG,Nigeria,,,
1007,Aguata,FC/030/AN,Federal Constituency,The entire Geographical Area of Aguata L.G.A.,AGUATA LG SECRETARIAT,4,AN,ANAMBRA STATE,161,NG,Nigeria,,,
1008,Oyi/Ayamelum,FC/031/AN,Federal Constituency,The entire Geographical Area of Oyi and Anyamelum L.G.As ,INEC OFFICE NTEJE,4,AN,ANAMBRA STATE,161,NG,Nigeria,,,
1009,Awka North/Awka South,FC/032/AN,Federal Constituency,The entire Geographical Area of Awka North and South L.G.As ,INEC OFFICE AWKA SOUTH LGA,4,AN,ANAMBRA STATE,161,NG,Nigeria,,,
1010,Njikoka/Dunukofia/Anaocha,FC/033/AN,Federal Constituency,"The entire Geographical Area ofNjikoka, Dunkofia and Anaocha L.G.As ",INEC OFFICE ABAGANA NJIKOKA,4,AN,ANAMBRA STATE,161,NG,Nigeria,,,
1011,Idemili North/Idemili South,FC/034/AN,Federal Constituency,The entire Geographical Area ofIdemili North and South L.G.As,NO DATA,4,AN,ANAMBRA STATE,161,NG,Nigeria,,,
1012,Ihiala,FC/035/AN,Federal Constituency,The entire Geographical Area ofIhiala L.G.A,IHIALA LG COUNCIL HALL,4,AN,ANAMBRA STATE,161,NG,Nigeria,,,
1013,Nnewi North/Nnewi South/ Ekwusigo,FC/036/AN,Federal Constituency,"The entire Geographical Area of Nnewi North, NNewi South and Ekusigo L.G.As",NNEWI NORTH LG SECRETARIAT,4,AN,ANAMBRA STATE,161,NG,Nigeria,,,
1014,Orumba North/Orumba South,FC/037/AN,Federal Constituency,The entire Geographical Area of Orumba North/Orumba South L.G.A.,ORUMBA NORTH LGA COUNCIL HALL AJALLI,4,AN,ANAMBRA STATE,161,NG,Nigeria,,,
1015,Abak/Etim Ekpo/Ika,FC/017/AK,Federal Constituency,"The entire Geographical Area of Abak, Etim Ekpo and Ika L.G.As",INEC OFFICE ABAK LGA,3,AK,AKWA IBOM STATE,161,NG,Nigeria,,,
1016,Eket/Onna/Esit Eket/Ibeno,FC/018/AK,Federal Constituency,"The entire Geographical Area of Eket, Onna, Esit Eket and Ibeno L.G.As ",INEC OFFICE EKET LGA,3,AK,AKWA IBOM STATE,161,NG,Nigeria,,,
1017,Etinan/Nsit Ibom/Nsit ubium,FC/019/AK,Federal Constituency,"The entire Geographical Area of Etinan, Nsit Ibom, and Nsit Ubium L.G.As ",INEC OFFICE ETINAN LGA,3,AK,AKWA IBOM STATE,161,NG,Nigeria,,,
1018,Ikono/Ini,FC/020/AK,Federal Constituency,The entire Geographical Area of Ikono and Ini L.G.As ,INEC OFFICE IKONO LGA,3,AK,AKWA IBOM STATE,161,NG,Nigeria,,,
1019,Ikot Abasi/Mkpat Enin/Eastern Obolo,FC/021/AK,Federal Constituency,"The entire Geographical Area of Ikot Abasi, Mkpat Enin and Eastern Obolo L.G.As",INEC OFFICE IKOT ABASI LGA,3,AK,AKWA IBOM STATE,161,NG,Nigeria,,,
1020,Ikot Ekpene/Essien Udim/ Obot Akara,FC/022/AK,Federal Constituency,"The entire Geographical Area of Ikot Ekpene, Essien Udim and Obot Akara L.G.As ",INEC OFFICE IKOT EKPENE LGA,3,AK,AKWA IBOM STATE,161,NG,Nigeria,,,
1021,Itu/Ibiono Ibom,FC/023/AK,Federal Constituency,The entire Geographical Area of Itu and Ibiono Ibom L.G.As,INEC OFFICE ITU LGA,3,AK,AKWA IBOM STATE,161,NG,Nigeria,,,
1022,Oron/Mbo/Okobo/Udung Uko/Urue Offong/Oruko,FC/024/AK,Federal Constituency,"The entire Geographical Area of Oron, Mbo, Okobo, Udung Uko Urue Offong and Oruko L.G.As",INEC OFFICE ORON LGA,3,AK,AKWA IBOM STATE,161,NG,Nigeria,,,
1023,Ukanafun/Oruk Anam,FC/025/AK,Federal Constituency,The entire Geographical Area of Ukanafun and Oruko Anam L.G.As ,INEC OFFICE UKANAFUN LGA,3,AK,AKWA IBOM STATE,161,NG,Nigeria,,,
1024,Uyo/Uruan/Nsit Atai/ Ibesikpo Asutan,FC/026/AK,Federal Constituency,"The entire Geographical Area of Uyo, Uruan, Nsiti Atai and Ibesikpo Asutan L.G.As",INEC OFFICE UYO LGA,3,AK,AKWA IBOM STATE,161,NG,Nigeria,,,
1025,Alkaleri/Kirfi,FC/038/BA,Federal Constituency,The entire Geographical Area of Alkaleri/ Kirfi L.G.A.,Alkaleri Inec Office,5,BA,BAUCHI STATE,161,NG,Nigeria,,,
1026,Bauchi,FC/039/BA,Federal Constituency,The entire Geographical Area of Bauchi L.G.A.,Bauchi Inec Office,5,BA,BAUCHI STATE,161,NG,Nigeria,,,
1027,Bogoro/Dass/Tafawa Balewa,FC/040/BA,Federal Constituency,The entire Geographical Area of Bogoro/Dass/Tafawa Balewa L.G.As,Tafawa Balewa Inec Office,5,BA,BAUCHI STATE,161,NG,Nigeria,,,
1028,Toro,FC/041/BA,Federal Constituency,The entire Geographical Area of Toro L.G.A,Toro Inec Office,5,BA,BAUCHI STATE,161,NG,Nigeria,,,
1029,Ningi/Warji,FC/042/BA,Federal Constituency,The entire Geographical Area of Ningi/Warji L.G.As,Ningi Inec Office,5,BA,BAUCHI STATE,161,NG,Nigeria,,,
1030,Darazo/Gunjuwa,FC/043/BA,Federal Constituency,The entire Geographical Area of Darazo/Gunjuwa L.G.As,Darazo Inec Office,5,BA,BAUCHI STATE,161,NG,Nigeria,,,
1031,Misau/Dambam,FC/044/BA,Federal Constituency,The entire Geographical Area of Misau/Dambam L.G.As,Misau Inec Office,5,BA,BAUCHI STATE,161,NG,Nigeria,,,
1032,Zaki,FC/045/BA,Federal Constituency,The entire Geographical Area of Zaki L.G.A,Zaki Inec Office,5,BA,BAUCHI STATE,161,NG,Nigeria,,,
1033,Gamawa,FC/046/BA,Federal Constituency,The entire Geographical Area of Gamawa L.G.A,Gamawa Inec Office,5,BA,BAUCHI STATE,161,NG,Nigeria,,,
1034,Jama’are/Itas-Gadau,FC/047/BA,Federal Constituency,The entire Geographical Area of Jama’are and Itas-Gidau L.G.As,Jama’are Inec Office,5,BA,BAUCHI STATE,161,NG,Nigeria,,,
1035,Shira/Giade,FC/048/BA,Federal Constituency,The entire Geographical Area of Shira and Giade L.G.As,Shira Inec Office,5,BA,BAUCHI STATE,161,NG,Nigeria,,,
1036,Katagum,FC/049/BA,Federal Constituency,The entire Geographical Area ofKatagum L.G.As,Katagum Inec Office,5,BA,BAUCHI STATE,161,NG,Nigeria,,,
1037,Brass/Nembe,FC/050/BY,Federal Constituency,The entire Geographical Area of Brass and Nember L.G.As,INEC OFFICE BRASS LGA,6,BY,BAYELSA STATE,161,NG,Nigeria,,,
1038,Ogbia,FC/051/BY,Federal Constituency,The entire Geographical Area of Ogbia L.G.A.,OGBIA LGA SECRETARIAT,6,BY,BAYELSA STATE,161,NG,Nigeria,,,
1039,Sagbama/Ekeremor,FC/052/BY,Federal Constituency,The entire Geographical Area of Sagbama Ekeremor L.G.As,INEC OFFICE SAGBAMA,6,BY,BAYELSA STATE,161,NG,Nigeria,,,
1040,Southern Ijaw,FC/053/BY,Federal Constituency,The entire Geographical Area of Southern Ijaw L.G.A.,COUNCIL HALL SOUTHERN LGA,6,BY,BAYELSA STATE,161,NG,Nigeria,,,
1041,Yenagoa/Kolokuna/Opokuma,FC/054/BY,Federal Constituency,"The entire Geographical Area of Yenagoa, Kolokuma and Opokuma L.G.As",YENAGOA LGA COUNCIL HALL YENAGOA,6,BY,BAYELSA STATE,161,NG,Nigeria,,,
1042,Ado/Obadigbo/Okpokwu,FC/055/BN,Federal Constituency,"The entire Geographical Area of the present Ado, Obadigbo and Okpokwu L.G.As",OKPOGA,7,BN,BENUE STATE,161,NG,Nigeria,,,
1043,Apa/Agatu,FC/056/BN,Federal Constituency,The entire Geographical Area of the Present Apa and Agatu L.G.As,UGBOKPO,7,BN,BENUE STATE,161,NG,Nigeria,,,
1044,Buruku,FC/057/BN,Federal Constituency,The entire Geographical Area of the present Buruku L.G.A.,BURUKU,7,BN,BENUE STATE,161,NG,Nigeria,,,
1045,Gboko/Tarka,FC/058/BN,Federal Constituency,The entire Geographical Area of the present Gboko and Tarka L.G.As,GBOKO,7,BN,BENUE STATE,161,NG,Nigeria,,,
1046,Guma/Makurdi,FC/059/BN,Federal Constituency,The entire Geographical Area of the present Guma and Makurdi L.G.As,MAKURDI,7,BN,BENUE STATE,161,NG,Nigeria,,,
1047,Gwer East/Gwer West,FC/060/BN,Federal Constituency,The entire Geographical Area of the present Gwer East and Gwer West L.G.As,ALIADE,7,BN,BENUE STATE,161,NG,Nigeria,,,
1048,Katsina-Ala/Ukum/Logo,FC/061/BN,Federal Constituency,"The entire Geographical Area of the present  Katsina-Ala, Ukum and Logo L.G.As",KATSINA ALA,7,BN,BENUE STATE,161,NG,Nigeria,,,
1049,Konshisha/Vandeikya,FC/062/BN,Federal Constituency,The entire Geographical Area of the present Konshisha and Vandeikya L.G.As,VANDEIKYA,7,BN,BENUE STATE,161,NG,Nigeria,,,
1050,Kwande/Ushongo,FC/063/BN,Federal Constituency,The entire Geographical Area of the present Kwande and Ushongo L.G.As,ADIKPO,7,BN,BENUE STATE,161,NG,Nigeria,,,
1051,Oju/Obi,FC/064/BN,Federal Constituency,The entire Geographical Area of the present Oju and Obi L.G.As,OJU,7,BN,BENUE STATE,161,NG,Nigeria,,,
1052,Otukpo/Ohimini,FC/065/BN,Federal Constituency,The entire Geographical Area of the presentOtukpo and Ohimini   L.G.As,OTUKPO,7,BN,BENUE STATE,161,NG,Nigeria,,,
1053,Askira-Uba/Hawul,FC/066/BO,Federal Constituency,The entire Geographical Area of the present Askira-Uba and Hawul L.G.As,LGA COUNCIL CHAMBERS ASKIRA-UBA,8,BR,BORNO STATE,161,NG,Nigeria,,,
1054,Bama/Ngala/Kala-Balge,FC/067/BO,Federal Constituency,"The entire Geographical Area of the present Bama, Ngala and  Kala-Balge L.G.As",BAMA LGA COUNCIL CHAMBERS,8,BR,BORNO STATE,161,NG,Nigeria,,,
1055,"Biu/Kwaya-Kusar, Shani/Bayo",FC/068/BO,Federal Constituency,"The entire Geographical Area of the present Biu, Kwaya-Kusar, Shami and Bayo L.G.As",BIU LGA COUNCIL CHAMBERS,8,BR,BORNO STATE,161,NG,Nigeria,,,
1056,Dikwa/Mafa/Konduga,FC/069/BO,Federal Constituency,"The entire Geographical Area of the present Dikwa, Mafa and Konduga L.G.As",COLL. OF BUSS. AND ADMIN STUDIES,8,BR,BORNO STATE,161,NG,Nigeria,,,
1057,Damboa/Gwoza/Chibok,FC/070/BO,Federal Constituency,"The entire Geographical Area of the present Damboa, Gwoza and Chibok L.G.As",DAMBOA LGA INEC OFFICE,8,BR,BORNO STATE,161,NG,Nigeria,,,
1058,Kaga/Gubio/Magumeri,FC/071/BO,Federal Constituency,"The entire Geographical Area of the present Kaga, Gubio and Magumeri L.G.As",MAGUMERI LGA COUNCIL CHAMBER,8,BR,BORNO STATE,161,NG,Nigeria,,,
1059,Monguno/Nganzai/Marte,FC/072/BO,Federal Constituency,"The entire Geographical Area of Monguno, Nganzai and Marte L.G.As",MONGUNO LGA INEC OFFICE,8,BR,BORNO STATE,161,NG,Nigeria,,,
1060,Kukawa/Mobbar/Abadam/ Guzamali,FC/073/BO,Federal Constituency,"The entire Geographical Area of Kukawa, Mobbar, Abadam and Guzamali L.G.As",INEC OFFICE KUKAWA,8,BR,BORNO STATE,161,NG,Nigeria,,,
1061,Maiduguri (Metropolitan),FC/074/BO,Federal Constituency,The entire Geographical Area of  Maiduguri (Metropolitan) L.G.A,MMC INEC OFFICE,8,BR,BORNO STATE,161,NG,Nigeria,,,
1062,Jere,FC/075/BO,Federal Constituency,The entire Geographical Area of Jere L.G.A,LGA COUNCIL CHAMBER KHADDAMARI,8,BR,BORNO STATE,161,NG,Nigeria,,,
1063,Yakurr/Abi,FC/076/CR,Federal Constituency,The entire Geographical Area of Yakurr and Abi L.G.As,INEC AREA OFFICE YAKURR,9,CR,CROSS RIVER STATE,161,NG,Nigeria,,,
1064,Akamkpa/Biase,FC/077/CR,Federal Constituency,The entire Geographical Area of Akamkpa and Biase L.G.As,INEC AREA OFFICE AKAMKPA,9,CR,CROSS RIVER STATE,161,NG,Nigeria,,,
1065,Boki/Ikom,FC/078/CR,Federal Constituency,The entire Geographical Area of Boki and Ikom L.G.As,INEC AREA OFFICE IKOM,9,CR,CROSS RIVER STATE,161,NG,Nigeria,,,
1066,Calabar South/Akpabuyo/ Bakassi,FC/079/CR,Federal Constituency,"The entire Geographical Area of Calabar South, Akpabuyo and Bakassi L.G.As",INEC AREA OFFICECALABAR SOUTH,9,CR,CROSS RIVER STATE,161,NG,Nigeria,,,
1067,Calabar Municipal/Odukpani,FC/080/CR,Federal Constituency,The entire Geographical Area of Calabar Municipal and Odukpani L.G.As,INEC AREA OFFICE CALABAR MUNICIPAL,9,CR,CROSS RIVER STATE,161,NG,Nigeria,,,
1068,Obanliku/Obudu/Bekwarra,FC/081/CR,Federal Constituency,"The entire Geographical Area of Obanliku, Obudu and Bekwarra L.G.As",INEC AREA OFFICE OBUDU,9,CR,CROSS RIVER STATE,161,NG,Nigeria,,,
1069,Obubra/Etung,FC/082/CR,Federal Constituency,The entire Geographical Area of Obubra and Etung L.G.As,INEC AREA OFFICE OBUBRA,9,CR,CROSS RIVER STATE,161,NG,Nigeria,,,
1070,Ogoja/Yala,FC/083/CR,Federal Constituency,The entire Geographical Area of Ogoja and Yala L.G.As,INEC AREA OFFICE OGOJA,9,CR,CROSS RIVER STATE,161,NG,Nigeria,,,
1071,Aniocha North/Aniocha South/ Oshimili North & South,FC/084/DT,Federal Constituency,"The entire Geographical Area of Aniocha North, Aniocha South and Oshimili North and South L.G.As","INEC OFFICE ASABA, OSHIMILI SOUTH LGA AREA",10,DT,DELTA STATE,161,NG,Nigeria,,,
1072,Bomadi/Patani,FC/085/DT,Federal Constituency,The entire Geographical Area of Bomadi and Patani L.G.As,OLOU PRY. SCH. BOMADI,10,DT,DELTA STATE,161,NG,Nigeria,,,
1073,Ethiope East/Ethiope West,FC/086/DT,Federal Constituency,The entire Geographical Area of Ethiope East and Ethiope West L.G.As,ETHIOPE EAST LG COUNCIL HALL ISIOKOLO,10,DT,DELTA STATE,161,NG,Nigeria,,,
1074,Ika North East/Ika South,FC/087/DT,Federal Constituency,The entire Geographical Area of Ika North and Ika South LGAs,"INEC OFFICE, AGBOR, IKA SOUTH LGA",10,DT,DELTA STATE,161,NG,Nigeria,,,
1075,Isoko North/Isoko South,FC/088/DT,Federal Constituency,The entire Geographical Area of Isoko North and Isoko South L.G.As,ISOKO SOUTH COUNCIL HALL OLEH,10,DT,DELTA STATE,161,NG,Nigeria,,,
1076,Nkokwa East/Ndokwa West/ Ukwuani,FC/089/DT,Federal Constituency,"The entire Geographical Area of Nkokwa East, Ndokwa West and Ukwuani L.G.As","INEC OFFICE, KWALE, NDOKWA WEST LGA",10,DT,DELTA STATE,161,NG,Nigeria,,,
1077,Okpe/Sapele/Uvwie,FC/090/DT,Federal Constituency,The entire Geographical Area of Okpe/Sapele/Uvwie L.G.As,"INEC OFFICE, OREROKPE OKPE LGA",10,DT,DELTA STATE,161,NG,Nigeria,,,
1078,Burutu,FC/091/DT,Federal Constituency,The entire Geographical Area of Burutu L.G.A,"AREA CUSTOMARY COURT HALL, BURUTU",10,DT,DELTA STATE,161,NG,Nigeria,,,
1079,"Ughelli North, Ughelli South/Udu",FC/092/DT,Federal Constituency,The entire Geographical Area ofUghelli North/Ughelli South/Udu L.G.As,"INEC OFFICE, UGHELLI, UGHELLI NORTH LGA",10,DT,DELTA STATE,161,NG,Nigeria,,,
1080,Warri North/Warri South/ Warri South West,FC/093/DT,Federal Constituency,"The entire Geographical Area of Warri North, Warri South and Warri South West L.G.As","INEC OFFICE, WARRI, WARRI SOUTH LGA",10,DT,DELTA STATE,161,NG,Nigeria,,,
1081,Ebonyi/Ohaukwu,FC/094/EB,Federal Constituency,The entire Geographical Area of Ebonyi/Ohaukwu L.G.As,"OHAUKWU LG COUNCIL HALL, EZZAMGBO",11,EB,EBONYI STATE,161,NG,Nigeria,,,
1082,Abakaliki/Izzi,FC/095/EB,Federal Constituency,The entire Geographical Area of Abakaliki/ Izzi L.G.As,ABAKALIKI LG COUNCIL HALL,11,EB,EBONYI STATE,161,NG,Nigeria,,,
1083,Ezza North/Ishielu,FC/096/EB,Federal Constituency,The entire Geographical Area of Ezza North/Ishielu L.G.As,ISHIELU LG COUNCIL HALL ISHIELU,11,EB,EBONYI STATE,161,NG,Nigeria,,,
1084,Ezza South/Ikwo,FC/097/EB,Federal Constituency,The entire Geographical Area of Ezza South/Ikwo L.G.As,EZZA SOUTH LG COUNICL HALL ONUEKE,11,EB,EBONYI STATE,161,NG,Nigeria,,,
1085,Ivo-Ohaozara/Onicha,FC/098/EB,Federal Constituency,The entire Geographical Area of Ivo-Ohaozara/Onicha L.G.As,OHAOZARA LG COUNCIL HALL OBI OZARA,11,EB,EBONYI STATE,161,NG,Nigeria,,,
1086,Afikpo North/Afikpo South,FC/099/EB,Federal Constituency,The entire Geographical Area of Afikpo North/Afikpo South L.G.As,AFIKPO NORTH LGA COUNCIL HALL AFIKPO,11,EB,EBONYI STATE,161,NG,Nigeria,,,
1087,Akoko-Edo,FC/100/ED,Federal Constituency,The entire Geographical Area of Akoko-Edo L.G.A,"COUNCIL HALL, IGARRA",12,ED,EDO STATE,161,NG,Nigeria,,,
1088,Esan Central/Esan South/ Igueben,FC/101/ED,Federal Constituency,The entire Geographical Area of Esan Central/Esan South/Igueben L.G.As,"OKAIJESAN HALL, IRRUA",12,ED,EDO STATE,161,NG,Nigeria,,,
1089,Esan North East/Esan South East,FC/102/ED,Federal Constituency,The entire Geographical Area of Esan North East/Esan South East L.G.As,"OKAIJESAN HALL, IRRUA",12,ED,EDO STATE,161,NG,Nigeria,,,
1090,Etsako East/Etsako West/ Etsako Central ,FC/103/ED,Federal Constituency,The entire Geographical Area of Etsako East/Etsako West/Etsako Central L.G.As,"COUNCIL HALL, AUCHI",12,ED,EDO STATE,161,NG,Nigeria,,,
1091,Egor/Ikpoba-Okha,FC/104/ED,Federal Constituency,The entire Geographical Area of Egor/Ikpoba-Okha L.G.As,"EGHOSA GRAMMAR SCH, B/C",12,ED,EDO STATE,161,NG,Nigeria,,,
1092,Oredo,FC/105/ED,Federal Constituency,The entire Geographical Area of Oredo L.G.A,"URHOKPOTA HALL,B/CITY",12,ED,EDO STATE,161,NG,Nigeria,,,
1093,Orhionmwon/Uhunmwonde,FC/106/ED,Federal Constituency,The entire Geographical Area of Orhionmwon/Uhunmwonde L.G.As,"ESIGIE COLL. HALL, ABUDU",12,ED,EDO STATE,161,NG,Nigeria,,,
1094,Ovia North East/Ovia South West,FC/107/ED,Federal Constituency,The entire Geographical Area of Ovia North East/Ovia South West L.G.As,"Council Hall, Iguobazuwa, Ovia South West LGA",12,ED,EDO STATE,161,NG,Nigeria,,,
1095,Owan East/Owan West,FC/108/ED,Federal Constituency,The entire Geographical Area of Owan East/Owan West L.G.As,INST. OF PHYSICAL EDU. AFUZE,12,ED,EDO STATE,161,NG,Nigeria,,,
1096,Ado Ekiti/Irepodun/Ifelodun,FC/109/EK,Federal Constituency,The entire Geographical Area of Ado Ekiti/Irepodun/Ifelodun L.G.As,MARY IMMACULATE GIRLS GRAMMAR SCH. ADO,13,EK,EKITI STATE,161,NG,Nigeria,,,
1097,Ekiti South West/Ikere/Orun/ Ise,FC/110/EK,Federal Constituency,The entire Geographical Area of Ekiti South West/Ikere/Orun Ise L.G.As,HOLY TRINITY PRI. SCH. ODO OJA IKERE-EKITI,13,EK,EKITI STATE,161,NG,Nigeria,,,
1098,Emure/Gbonyin/Ekiti East,FC/111/EK,Federal Constituency,The entire Geographical Area of Emure/Gboyin/Ekiti East L.G.As,ST. MARY’S PRY. SCH.IDE-EKITI,13,EK,EKITI STATE,161,NG,Nigeria,,,
1099,"Ido/Osi, Moba/Ilejeme",FC/112/EK,Federal Constituency,The entire Geographical Area of Ido Osi/Moba/Ilejemeje L.G.As,ST. DAVID ANGLICAN PRY. SCH. IDO EKITI,13,EK,EKITI STATE,161,NG,Nigeria,,,
1100,Ijero/Ekiti West/Efon,FC/113/EK,Federal Constituency,The entire Geographical Area of Ijero/Ekiti West/Efon L.G.As,LOCAL GOVT. SEC. ARAMOKO EKITI,13,EK,EKITI STATE,161,NG,Nigeria,,,
1101,Ikole/Oye,FC/114/EK,Federal Constituency,The entire Geographical Area of Ikole/Oye L.G.As,ST. AUGUSTINE COMPREHENSIVE HIGH SCH. OYE EKITI,13,EK,EKITI STATE,161,NG,Nigeria,,,
1102,Aninri/Awgu/Oji River,FC/115/EN,Federal Constituency,The entire Geographical Area of Aniniri/Awgu/Oji River L.G.As,AWGU LG COUNCIL HALL,14,EN,ENUGU STATE,161,NG,Nigeria,,,
1103,Enugu East/Isi Uzo,FC/116/EN,Federal Constituency,The entire Geographical Area of Enugu East/Isi Uzo L.G.As,ENUGU EAST LG COUNCIL HALL ENUGU EAST,14,EN,ENUGU STATE,161,NG,Nigeria,,,
1104,Enugu North/Enugu South,FC/117/EN,Federal Constituency,The entire Geographical Area ofEnugu North/Enugu South L.G.As,ENUGU NORTH LG COUNCIL HALL,14,EN,ENUGU STATE,161,NG,Nigeria,,,
1105,Ezeagu/Udi,FC/118/EN,Federal Constituency,The entire Geographical Area of Ezeagu/Udi L.G.As,UDI LG COUNCIL HALL UDI,14,EN,ENUGU STATE,161,NG,Nigeria,,,
1106,Igbo-Etiti/Uzo-Uwani,FC/119/EN,Federal Constituency,The entire Geographical Area of Igbo-Etiti/Uzo-Uwani L.G.As,IGBO ETITI LG COUNCIL HALL IGBO ETITI,14,EN,ENUGU STATE,161,NG,Nigeria,,,
1107,Igbo-Eze North/Udenu,FC/120/EN,Federal Constituency,The entire Geographical Area of Igbo-Eze North/Udenu L.G.As,UDENU LG COUNCIL HALL IGBO EZE NORTH,14,EN,ENUGU STATE,161,NG,Nigeria,,,
1108,Nkanu East/Nkanu West,FC/121/EN,Federal Constituency,The entire Geographical Area of Nkanu East/Nkanu West L.G.As,NKANU WEST LG COUNCIL HALL NKANU EAST,14,EN,ENUGU STATE,161,NG,Nigeria,,,
